filename	predicted	ground_truth
common_voice_en_41682937_resampled.wav	Evo ch crand bre preecha never seens hot dampas hot before i eats dis	Judochess currently features everything that tempest had before its death.
common_voice_en_41682938_resampled.wav	Di non me dus out may i mit ye do be calm with transpore older i i show you highest good	Dionne moved to the miramichi to become principal of millerton high school.
common_voice_en_41682939_resampled.wav	The resarlovishism waitfor pabashit in the grav society janar artco	"The results of his research were published in the ""galpin society journal"" article."
common_voice_en_41682940_resampled.wav	There not a caraltor and accuretive laurora exprining for the origin of the tame	There is not currently any credible explanation for the origin of the term.
common_voice_en_41682941_resampled.wav	Exeteradition in the nels and the forgesa relatiberiat bast tamabout	It is traditional in the north and produced relatively light but strong boats.
common_voice_en_41682942_resampled.wav	The farmob bruttish atormos gam cot adams while broa in niarabar	The farm where british astronomer john couch adams was born is nearby.
common_voice_en_41682943_resampled.wav	Borser has the barowesqu community events to rigt and samma mest	Both cities have various community events throughout the summer months.
common_voice_en_41682944_resampled.wav	An nama wat our waks ar os ol banded alester bagging bat solt over sinnies	"A number of later works are also branded ""aleste"", making a sort of series."
common_voice_en_41682945_resampled.wav	Sixtee and thirty luma and r pu marid corpor gaantre li ensem	Sixty elderly women and a few married couples currently live in them.
common_voice_en_41682946_resampled.wav	He shauculus only weeds it obamu a	He succeeds only with oberon's aid.
common_voice_en_41682947_resampled.wav	Di devon improdant mishors in the old weson ov te humor sel adrass	It is one important resource in the construction of the human cell atlas.
common_voice_en_41682948_resampled.wav	The du i braede van de penia beems evings at fie	Tatum is paroled and the media begins hyping the fight.
common_voice_en_41682949_resampled.wav	Here had nusty trars rewards the young case	He had no statistics with the yankees.
common_voice_en_41682950_resampled.wav	Why warn't that be shell	When will they be here?
common_voice_en_41682951_resampled.wav	As arrod the bed the rog ar randmack of a white nothing	It is overlooked by the local landmark of white nancy.
common_voice_en_41682952_resampled.wav	The arabs thatd newr come are ye te vara chickery foret	The area that is now canaman used to very thickly forested.
common_voice_en_41682953_resampled.wav	The debiger robed for he drust puking the rpossiberity of a trap	The day-to-day work with bose became the responsibility of trott.
common_voice_en_41682954_resampled.wav	A dingono blesposhese lovran madly	A gigolo treats both his girlfriends badly.
common_voice_en_41682955_resampled.wav	Con sasand the pansin bania osewa gram tu topas intrest prole	Kansas and pennsylvania also lay claim to the first interstate project.
common_voice_en_41682956_resampled.wav	Erm ferede rpold little bernede	Embittered, pote resigned.
common_voice_en_41682957_resampled.wav	He exibitet debelitee a perptor at de pron mysit	He rejected repeated efforts at diplomacy.
common_voice_en_41682958_resampled.wav	Tar museum wide foned by jff grott	The museum was founded by jeff klotz.
common_voice_en_41682959_resampled.wav	Here go up or de famory and stirted to the castle felo north de baran	He grew up at the family estate at castle hill, north devon.
common_voice_en_41682960_resampled.wav	Roted the ron rafaste out of beand ad rought against is porish near the rine	France was forced to abandon its war against the spanish netherlands.
common_voice_en_41682961_resampled.wav	He hav no be priced to buy a broths hand	He was replaced by blossoms.
common_voice_en_41682962_resampled.wav	Admar har breen in sectibars	It may have been insectivorous.
common_voice_en_41682963_resampled.wav	They didn't have your hartran to say brod a noa	They didn't have a bad word to say about anyone.
common_voice_en_41682964_resampled.wav	The sol porsonna tis quicker ap heliar to god an ite him orpat	"The song ""hosanna"" describes a prayer to god, and is a hymn of praise."
common_voice_en_41682965_resampled.wav	Tat bawichad ger pilips was posecrudet and combed debed bat bede him to exire	The publisher, j. phillips, was prosecuted and convicted but fled into exile.
common_voice_en_41682966_resampled.wav	Shi pondri visedes em masachusits	She currently resides in massachusetts.
common_voice_en_41682967_resampled.wav	There are many as a samora berat and the hamwrike	There are many other smaller villages and hamlets.
common_voice_en_41682968_resampled.wav	The didend ala bab war to se ala annual	They didn't have a bad word to say about anyone.
common_voice_en_41682969_resampled.wav	See shotor her muduc carry a way sill as a sixy years goold	She started her music career when she was six years old.
common_voice_en_41682970_resampled.wav	Leafs wod cellas grin dree and ban entane doa gripling bray	This was subsequently adapted into a screenplay.
